Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,EVENT_RECORD,46,62,0.020,1789889644472361.728	,1789889644472361.748	
0,ascend_prepare,AI_CORE,46,63,31.600,1789889644472362.988	,1789889644472394.589	
0,ascend_cube,AI_CORE,46,64,16.560,1789889644472394.609	,1789889644472411.169	
0,ascend_had,AI_CORE,46,65,47.221,1789889644472411.189	,1789889644472458.410	
0,ascend_quant,AI_CORE,46,66,69.401,1789889644472458.430	,1789889644472527.831	
0,ascend_prepare,AI_CORE,46,67,32.020,1789889644472527.871	,1789889644472559.892	
0,ascend_cube,AI_CORE,46,68,16.480,1789889644472559.912	,1789889644472576.392	
0,ascend_had,AI_CORE,46,69,46.961,1789889644472576.412	,1789889644472623.373	
0,ascend_quant,AI_CORE,46,70,68.561,1789889644472623.393	,1789889644472691.955	
0,N/A,EVENT_RECORD,46,71,0.020,1789889644472691.975	,1789889644472691.995	
0,ascend_prepare,AI_CORE,46,72,31.980,1789889644472763.816	,1789889644472795.797	
0,ascend_cube,AI_CORE,46,73,16.520,1789889644472795.817	,1789889644472812.337	
0,ascend_had,AI_CORE,46,74,99.022,1789889644472812.357	,1789889644472911.379	
0,ascend_prepare,AI_CORE,46,75,31.080,1789889644472911.399	,1789889644472942.480	
0,ascend_cube,AI_CORE,46,76,16.480,1789889644472942.500	,1789889644472958.980	
0,ascend_had,AI_CORE,46,77,98.542,1789889644472959.000	,1789889644473057.542	
0,ascend_prepare,AI_CORE,46,78,31.860,1789889644473057.562	,1789889644473089.423	
0,ascend_cube,AI_CORE,46,79,16.300,1789889644473089.443	,1789889644473105.743	
0,ascend_had,AI_CORE,46,80,98.822,1789889644473105.783	,1789889644473204.605	
0,N/A,EVENT_RECORD,46,81,0.020,1789889644473242.606	,1789889644473242.626	
0,ascend_prepare,AI_CORE,46,82,31.220,1789889644473243.926	,1789889644473275.146	
0,ascend_cube,AI_CORE,46,83,16.560,1789889644473275.166	,1789889644473291.727	
0,ascend_had,AI_CORE,46,84,98.962,1789889644473291.747	,1789889644473390.709	
0,ascend_prepare,AI_CORE,46,85,30.980,1789889644473390.729	,1789889644473421.709	
0,ascend_cube,AI_CORE,46,86,16.300,1789889644473421.729	,1789889644473438.030	
0,ascend_had,AI_CORE,46,87,98.382,1789889644473438.050	,1789889644473536.432	
0,N/A,EVENT_RECORD,46,88,0.020,1789889644473536.452	,1789889644473536.472	
0,N/A,PROFILING_DISABLE,49,4,0.000,1789889644474992.681	,1789889644474992.681	
0,N/A,PLACE_HOLDER_SQE,49,5,0.020,1789889644475048.082	,1789889644475048.102	
